site_id,equipment_type,week,checkout_date,checkin_date,equipment_id,rate_per_day,maintenance_count,engine_hours,idle_hours,year_week,target_checkout_count,week_num,year,eq_key,count,checkout_count_t-1,checkout_count_t-4,rolling_mean_4w,price_index,pct_maint,engine_hours_avg,idle_ratio_avg,equipment_type_encoded,usage_efficiency,rental_duration,rate_relative,recent_maintenance,maintenance_per_day,engine_hours_per_day,month_sin,month_cos,week_sin,week_cos,rolling_std_4w,rolling_max_4w
S003,Compactor,2025-W32,2025-08-07,2025-08-12,CO2735,800,0,23,6,2025-W32,2,32,2025,CO2735_Compactor,1,1.0,1.0,1.0,1.7462857142857144,0.0,11.5,0.20689655172413793,1,0.7391304347826086,5,1.7462857142857144,0,0.0,4.6,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,0.5773502691896255,2.0
S001,Crane,2025-W32,2025-08-07,2025-08-15,CR7435,450,0,53,9,2025-W32,3,32,2025,CR7435_Crane,1,1.0,1.0,1.0,0.9566160520607375,0.0,17.666666666666668,0.14516129032258066,2,0.8301886792452831,8,0.9566160520607375,0,0.0,6.625,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,1.0000000000000004,3.0
S002,Crane,2025-W32,2025-08-06,2025-08-13,CR2101,500,0,35,5,2025-W32,3,32,2025,CR2101_Crane,2,1.0,1.0,1.25,1.0629067245119306,0.0,11.666666666666666,0.125,2,0.8571428571428571,7,1.0629067245119306,0,0.0,5.0,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,1.0000000000000004,3.0
S001,Compactor,2025-W32,2025-08-04,2025-08-07,CO2990,300,0,23,2,2025-W32,2,32,2025,CO2990_Compactor,1,1.0,1.0,1.0,0.6548571428571429,0.0,11.5,0.08,1,0.9130434782608695,3,0.6548571428571429,0,0.0,7.666666666666667,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,0.5773502691896255,2.0
S001,Loader,2025-W31,2025-08-02,2025-08-07,LO8216,450,0,25,7,2025-W31,1,31,2025,LO8216_Loader,1,1.0,1.0,1.0,0.9547992555171496,0.0,25.0,0.21875,4,0.72,5,0.9547992555171496,0,0.0,5.0,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,0.0,1.0
S002,Excavator,2025-W31,2025-08-02,2025-08-06,EX5103,250,0,21,3,2025-W31,1,31,2025,EX5103_Excavator,1,1.0,1.0,1.0,0.5477078891257996,0.0,21.0,0.125,3,0.8571428571428571,4,0.5477078891257996,0,0.0,5.25,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,0.5773502691896257,2.0
S002,Crane,2025-W31,2025-08-01,2025-08-05,CR6602,300,2,21,4,2025-W31,1,31,2025,CR6602_Crane,1,1.0,1.0,1.25,0.6377440347071583,2.0,21.0,0.16,2,0.8095238095238095,4,0.6377440347071583,1,0.5,5.25,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,0.5000000000000011,2.0
S004,Compactor,2025-W31,2025-07-28,2025-08-07,CO8461,500,0,69,11,2025-W31,1,31,2025,CO8461_Compactor,1,1.0,1.0,1.0,1.0914285714285714,0.0,69.0,0.1375,1,0.8405797101449275,10,1.0914285714285714,0,0.0,6.9,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936565,0.4999999999999996,2.0
S001,Crane,2025-W30,2025-07-26,2025-08-05,CR5266,250,3,81,19,2025-W30,1,30,2025,CR5266_Crane,1,1.0,1.0,1.0,0.5314533622559653,3.0,81.0,0.19,2,0.7654320987654321,10,0.5314533622559653,1,0.3,8.1,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,0.5000000000000011,2.0
S001,Bulldozer,2025-W30,2025-07-25,2025-07-29,BU3847,800,1,25,3,2025-W30,1,30,2025,BU3847_Bulldozer,1,1.0,1.0,1.25,1.7392213221844788,1.0,25.0,0.10714285714285714,0,0.88,4,1.7392213221844788,1,0.25,6.25,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,0.4999999999999994,2.0
S003,Crane,2025-W29,2025-07-19,2025-07-28,CR5266,250,1,46,12,2025-W29,1,29,2025,CR5266_Crane,1,1.0,2.0,1.0,0.5314533622559653,1.0,46.0,0.20689655172413793,2,0.7391304347826086,9,0.5314533622559653,1,0.1111111111111111,5.111111111111111,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,0.5000000000000011,2.0
S004,Excavator,2025-W29,2025-07-16,2025-07-21,EX5103,250,0,23,3,2025-W29,2,29,2025,EX5103_Excavator,1,1.0,1.0,1.0,0.5477078891257996,0.0,11.5,0.11538461538461539,3,0.8695652173913043,5,0.5477078891257996,0,0.0,4.6,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,0.5773502691896257,2.0
S004,Excavator,2025-W29,2025-07-14,2025-07-22,EX5960,500,2,37,5,2025-W29,2,29,2025,EX5960_Excavator,1,1.0,1.0,1.0,1.0954157782515992,1.0,18.5,0.11904761904761904,3,0.8648648648648649,8,1.0954157782515992,1,0.25,4.625,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,0.5773502691896257,2.0
S003,Bulldozer,2025-W28,2025-07-13,2025-07-16,BU3847,800,1,20,4,2025-W28,1,28,2025,BU3847_Bulldozer,1,1.0,1.0,1.25,1.7392213221844788,1.0,20.0,0.16666666666666666,0,0.8,3,1.7392213221844788,1,0.3333333333333333,6.666666666666667,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.5773502691896253,2.0
S001,Compactor,2025-W28,2025-07-12,2025-07-16,CO4280,250,0,23,5,2025-W28,1,28,2025,CO4280_Compactor,1,1.0,1.0,1.0,0.5457142857142857,0.0,23.0,0.17857142857142858,1,0.782608695652174,4,0.5457142857142857,0,0.0,5.75,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.5773502691896255,2.0
S003,Excavator,2025-W28,2025-07-11,2025-07-15,EX8187,450,1,24,3,2025-W28,2,28,2025,EX8187_Excavator,1,1.0,1.0,1.5,0.9858742004264393,0.5,12.0,0.1111111111111111,3,0.875,4,0.9858742004264393,1,0.25,6.0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.5,2.0
S001,Loader,2025-W28,2025-07-11,2025-07-14,LO6481,250,0,15,3,2025-W28,1,28,2025,LO6481_Loader,1,1.0,1.0,1.25,0.530444030842861,0.0,15.0,0.16666666666666666,4,0.8,3,0.530444030842861,0,0.0,5.0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.499999999999998,2.0
S002,Excavator,2025-W28,2025-07-09,2025-07-12,EX6177,300,0,18,2,2025-W28,2,28,2025,EX6177_Excavator,1,1.0,1.0,1.0,0.6572494669509594,0.0,9.0,0.1,3,0.8888888888888888,3,0.6572494669509594,0,0.0,6.0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.5,2.0
S004,Crane,2025-W27,2025-07-05,2025-07-14,CR6602,300,0,68,18,2025-W27,2,27,2025,CR6602_Crane,1,1.0,1.0,1.25,0.6377440347071583,0.0,34.0,0.20930232558139536,2,0.7352941176470589,9,0.6377440347071583,0,0.0,7.555555555555555,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,0.5000000000000011,2.0
S003,Compactor,2025-W27,2025-07-05,2025-07-08,CO7030,450,0,18,4,2025-W27,2,27,2025,CO7030_Compactor,1,1.0,1.0,1.0,0.9822857142857143,0.0,9.0,0.18181818181818182,1,0.7777777777777778,3,0.9822857142857143,0,0.0,6.0,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,0.5773502691896255,2.0
S002,Crane,2025-W27,2025-07-04,2025-07-07,CR5266,250,0,11,2,2025-W27,2,27,2025,CR5266_Crane,1,1.0,1.0,1.25,0.5314533622559653,0.0,5.5,0.15384615384615385,2,0.8181818181818182,3,0.5314533622559653,0,0.0,3.6666666666666665,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,0.5000000000000011,2.0
S001,Compactor,2025-W27,2025-07-03,2025-07-08,CO4280,250,0,32,5,2025-W27,2,27,2025,CO4280_Compactor,1,1.0,1.0,1.0,0.5457142857142857,0.0,16.0,0.13513513513513514,1,0.84375,5,0.5457142857142857,0,0.0,6.4,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,0.5773502691896255,2.0
S004,Excavator,2025-W27,2025-07-02,2025-07-08,EX9158,800,3,52,14,2025-W27,1,27,2025,EX9158_Excavator,1,1.0,1.0,1.0,1.7526652452025586,3.0,52.0,0.21212121212121213,3,0.7307692307692307,6,1.7526652452025586,1,0.5,8.666666666666666,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,0.0,1.0
S004,Crane,2025-W25,2025-06-21,2025-07-01,CR7435,450,0,71,15,2025-W25,1,25,2025,CR7435_Crane,1,1.0,1.0,1.0,0.9566160520607375,0.0,71.0,0.1744186046511628,2,0.7887323943661971,10,0.9566160520607375,0,0.0,7.1,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0.0,1.0
S002,Loader,2025-W25,2025-06-21,2025-06-26,LO8216,450,0,43,5,2025-W25,1,25,2025,LO8216_Loader,1,1.0,1.0,1.0,0.9547992555171496,0.0,43.0,0.10416666666666667,4,0.8837209302325582,5,0.9547992555171496,0,0.0,8.6,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0.499999999999998,2.0
S002,Bulldozer,2025-W25,2025-06-17,2025-06-22,BU6312,300,3,30,4,2025-W25,1,25,2025,BU6312_Bulldozer,1,1.0,1.0,1.0,0.6522079958191795,3.0,30.0,0.11764705882352941,0,0.8666666666666667,5,0.6522079958191795,1,0.6,6.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0.4999999999999994,2.0
S002,Compactor,2025-W25,2025-06-17,2025-06-27,CO2735,800,1,67,9,2025-W25,1,25,2025,CO2735_Compactor,1,1.0,1.0,1.0,1.7462857142857144,1.0,67.0,0.11842105263157894,1,0.8656716417910447,10,1.7462857142857144,1,0.1,6.7,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0.4999999999999996,2.0
S001,Excavator,2025-W25,2025-06-16,2025-06-26,EX8187,450,3,68,15,2025-W25,1,25,2025,EX8187_Excavator,1,2.0,1.0,1.5,0.9858742004264393,3.0,68.0,0.18072289156626506,3,0.7794117647058824,10,0.9858742004264393,1,0.3,6.8,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0.0,1.0
S002,Loader,2025-W24,2025-06-15,2025-06-24,LO9796,300,3,68,10,2025-W24,1,24,2025,LO9796_Loader,1,1.0,1.0,1.25,0.6365328370114332,3.0,68.0,0.1282051282051282,4,0.8529411764705882,9,0.6365328370114332,1,0.3333333333333333,7.555555555555555,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,2.380476142847616,6.0
S001,Crane,2025-W24,2025-06-14,2025-06-19,CR5266,250,1,38,9,2025-W24,1,24,2025,CR5266_Crane,1,1.0,1.0,1.25,0.5314533622559653,1.0,38.0,0.19148936170212766,2,0.7631578947368421,5,0.5314533622559653,1,0.2,7.6,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.0,1.0
S004,Compactor,2025-W24,2025-06-13,2025-06-22,CO7030,450,1,79,17,2025-W24,2,24,2025,CO7030_Compactor,1,1.0,1.0,1.0,0.9822857142857143,0.5,39.5,0.17708333333333334,1,0.7848101265822784,9,0.9822857142857143,1,0.1111111111111111,8.777777777777779,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.5773502691896255,2.0
S001,Excavator,2025-W24,2025-06-12,2025-06-19,EX9158,800,2,33,4,2025-W24,1,24,2025,EX9158_Excavator,1,1.0,1.0,1.0,1.7526652452025586,2.0,33.0,0.10810810810810811,3,0.8787878787878788,7,1.7526652452025586,1,0.2857142857142857,4.714285714285714,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.0,1.0
S002,Bulldozer,2025-W24,2025-06-11,2025-06-21,BU9441,500,0,63,11,2025-W24,2,24,2025,BU9441_Bulldozer,2,1.0,1.0,1.25,1.0870133263652992,0.0,31.5,0.14864864864864866,0,0.8253968253968254,10,1.0870133263652992,0,0.0,6.3,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.4999999999999994,2.0
S002,Bulldozer,2025-W24,2025-06-09,2025-06-19,BU9441,500,0,90,10,2025-W24,2,24,2025,BU9441_Bulldozer,2,1.0,1.0,1.25,1.0870133263652992,0.0,45.0,0.1,0,0.8888888888888888,10,1.0870133263652992,0,0.0,9.0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.4999999999999994,2.0
S004,Compactor,2025-W24,2025-06-09,2025-06-16,CO2735,800,0,55,13,2025-W24,2,24,2025,CO2735_Compactor,1,1.0,1.0,1.0,1.7462857142857144,0.0,27.5,0.19117647058823528,1,0.7636363636363637,7,1.7462857142857144,0,0.0,7.857142857142857,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.5773502691896255,2.0
S002,Excavator,2025-W23,2025-06-05,2025-06-08,EX5103,250,0,19,4,2025-W23,1,23,2025,EX5103_Excavator,1,1.0,2.0,1.0,0.5477078891257996,0.0,19.0,0.17391304347826086,3,0.7894736842105263,3,0.5477078891257996,0,0.0,6.333333333333333,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0.0,1.0
S001,Compactor,2025-W23,2025-06-04,2025-06-11,CO2990,300,0,26,6,2025-W23,1,23,2025,CO2990_Compactor,1,1.0,1.0,1.0,0.6548571428571429,0.0,26.0,0.1875,1,0.7692307692307693,7,0.6548571428571429,0,0.0,3.7142857142857144,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0.4999999999999996,2.0
S004,Compactor,2025-W22,2025-06-01,2025-06-10,CO2735,800,0,47,9,2025-W22,1,22,2025,CO2735_Compactor,1,1.0,1.0,1.0,1.7462857142857144,0.0,47.0,0.16071428571428573,1,0.8085106382978723,9,1.7462857142857144,0,0.0,5.222222222222222,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0.4999999999999996,2.0
S002,Loader,2025-W22,2025-05-28,2025-06-05,LO4464,800,1,33,9,2025-W22,2,22,2025,LO4464_Loader,1,1.0,1.0,1.25,1.6974208986971548,0.5,16.5,0.21428571428571427,4,0.7272727272727273,8,1.6974208986971548,1,0.125,4.125,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,2.380476142847616,6.0
S003,Loader,2025-W22,2025-05-28,2025-05-31,LO1972,500,1,23,4,2025-W22,2,22,2025,LO1972_Loader,1,2.0,1.0,1.25,1.060888061685722,0.5,11.5,0.14814814814814814,4,0.8260869565217391,3,1.060888061685722,1,0.3333333333333333,7.666666666666667,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,2.380476142847616,6.0
S001,Loader,2025-W21,2025-05-24,2025-06-01,LO4464,800,2,66,18,2025-W21,1,21,2025,LO4464_Loader,1,2.0,1.0,1.25,1.6974208986971548,2.0,66.0,0.21428571428571427,4,0.7272727272727273,8,1.6974208986971548,1,0.25,8.25,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,2.5,6.0
S004,Compactor,2025-W21,2025-05-24,2025-05-27,CO2735,800,0,11,2,2025-W21,2,21,2025,CO2735_Compactor,1,1.0,1.0,1.0,1.7462857142857144,0.0,5.5,0.15384615384615385,1,0.8181818181818182,3,1.7462857142857144,0,0.0,3.6666666666666665,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0.4999999999999996,2.0
S004,Compactor,2025-W21,2025-05-22,2025-05-26,CO4280,250,0,32,5,2025-W21,2,21,2025,CO4280_Compactor,1,1.0,1.0,1.0,0.5457142857142857,0.0,16.0,0.13513513513513514,1,0.84375,4,0.5457142857142857,0,0.0,8.0,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0.4999999999999996,2.0
S002,Excavator,2025-W21,2025-05-20,2025-05-27,EX5103,250,1,34,7,2025-W21,1,21,2025,EX5103_Excavator,1,1.0,1.0,1.25,0.5477078891257996,1.0,34.0,0.17073170731707318,3,0.7941176470588235,7,0.5477078891257996,1,0.14285714285714285,4.857142857142857,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0.0,1.0
S001,Bulldozer,2025-W20,2025-05-18,2025-05-27,BU8899,250,3,54,14,2025-W20,2,20,2025,BU8899_Bulldozer,1,1.0,1.0,1.0,0.5435066631826496,1.5,27.0,0.20588235294117646,0,0.7407407407407407,9,0.5435066631826496,1,0.3333333333333333,6.0,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,0.4999999999999994,2.0
S003,Crane,2025-W20,2025-05-16,2025-05-22,CR3705,800,0,49,9,2025-W20,1,20,2025,CR3705_Crane,1,1.0,1.0,1.0,1.700650759219089,0.0,49.0,0.15517241379310345,2,0.8163265306122449,6,1.700650759219089,0,0.0,8.166666666666666,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,0.0,1.0
S002,Bulldozer,2025-W20,2025-05-13,2025-05-16,BU3847,800,0,19,2,2025-W20,2,20,2025,BU3847_Bulldozer,1,2.0,1.0,1.25,1.7392213221844788,0.0,9.5,0.09523809523809523,0,0.8947368421052632,3,1.7392213221844788,0,0.0,6.333333333333333,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,0.4999999999999994,2.0
S003,Compactor,2025-W20,2025-05-12,2025-05-21,CO2990,300,1,73,18,2025-W20,1,20,2025,CO2990_Compactor,1,1.0,1.0,1.0,0.6548571428571429,1.0,73.0,0.1978021978021978,1,0.7534246575342466,9,0.6548571428571429,1,0.1111111111111111,8.11111111111111,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,0.0,1.0
S003,Crane,2025-W19,2025-05-11,2025-05-18,CR6602,300,1,30,4,2025-W19,1,19,2025,CR6602_Crane,1,2.0,1.0,1.25,0.6377440347071583,1.0,30.0,0.11764705882352941,2,0.8666666666666667,7,0.6377440347071583,1,0.14285714285714285,4.285714285714286,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,1.5000000000000004,4.0
S001,Bulldozer,2025-W19,2025-05-06,2025-05-14,BU3847,800,0,38,7,2025-W19,2,19,2025,BU3847_Bulldozer,2,1.0,1.0,1.25,1.7392213221844788,0.0,19.0,0.15555555555555556,0,0.8157894736842105,8,1.7392213221844788,0,0.0,4.75,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,0.5773502691896253,2.0
S003,Bulldozer,2025-W19,2025-05-06,2025-05-09,BU3847,800,0,21,3,2025-W19,2,19,2025,BU3847_Bulldozer,2,1.0,1.0,1.25,1.7392213221844788,0.0,10.5,0.125,0,0.8571428571428571,3,1.7392213221844788,0,0.0,7.0,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,0.5773502691896253,2.0
S003,Loader,2025-W18,2025-05-04,2025-05-07,LO1972,500,0,14,3,2025-W18,6,18,2025,LO1972_Loader,2,1.0,1.0,1.25,1.060888061685722,0.0,2.3333333333333335,0.17647058823529413,4,0.7857142857142857,3,1.060888061685722,0,0.0,4.666666666666667,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,2.5,6.0
S003,Loader,2025-W18,2025-05-04,2025-05-11,LO1972,500,0,39,11,2025-W18,6,18,2025,LO1972_Loader,2,1.0,1.0,1.25,1.060888061685722,0.0,6.5,0.22,4,0.717948717948718,7,1.060888061685722,0,0.0,5.571428571428571,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,2.5,6.0
S001,Loader,2025-W18,2025-05-03,2025-05-07,LO6481,250,0,27,6,2025-W18,6,18,2025,LO6481_Loader,1,2.0,2.0,1.25,0.530444030842861,0.0,4.5,0.18181818181818182,4,0.7777777777777778,4,0.530444030842861,0,0.0,6.75,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,2.5,6.0
S003,Excavator,2025-W18,2025-05-02,2025-05-12,EX6177,300,0,50,6,2025-W18,1,18,2025,EX6177_Excavator,1,1.0,1.0,1.0,0.6572494669509594,0.0,50.0,0.10714285714285714,3,0.88,10,0.6572494669509594,0,0.0,5.0,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,0.0,1.0
S001,Loader,2025-W18,2025-04-30,2025-05-09,LO4464,800,0,61,12,2025-W18,6,18,2025,LO4464_Loader,2,1.0,1.0,1.25,1.6974208986971548,0.0,10.166666666666666,0.1643835616438356,4,0.8032786885245902,9,1.6974208986971548,0,0.0,6.777777777777778,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,2.5,6.0
S003,Loader,2025-W18,2025-04-30,2025-05-04,LO4464,800,3,33,5,2025-W18,6,18,2025,LO4464_Loader,2,1.0,1.0,1.25,1.6974208986971548,0.5,5.5,0.13157894736842105,4,0.8484848484848485,4,1.6974208986971548,1,0.75,8.25,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,2.5,6.0
S002,Loader,2025-W18,2025-04-28,2025-05-06,LO9796,300,2,49,8,2025-W18,6,18,2025,LO9796_Loader,1,2.0,1.0,1.25,0.6365328370114332,0.3333333333333333,8.166666666666666,0.14035087719298245,4,0.8367346938775511,8,0.6365328370114332,1,0.25,6.125,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,2.5,6.0
S002,Bulldozer,2025-W18,2025-04-28,2025-05-02,BU9441,500,0,25,5,2025-W18,1,18,2025,BU9441_Bulldozer,1,1.0,1.0,1.0,1.0870133263652992,0.0,25.0,0.16666666666666666,0,0.8,4,1.0870133263652992,0,0.0,6.25,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,0.5773502691896253,2.0
S002,Bulldozer,2025-W17,2025-04-26,2025-05-01,BU6427,450,2,25,7,2025-W17,2,17,2025,BU6427_Bulldozer,1,1.0,1.0,1.5,0.9783119937287692,1.0,12.5,0.21875,0,0.72,5,0.9783119937287692,1,0.4,5.0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,0.4999999999999994,2.0
